model_name,model_display_name,trial,stage,final_val_acc,best_val_acc,final_val_f1,best_val_f1,final_val_f2,best_val_f2,final_val_precision,final_val_recall,final_generalization_gap,val_acc_std,convergence_epoch,trial_time,history,optimizer,learning_rate,batch_size,hidden_dim,weight_decay,dropout,mixup_alpha,gradient_clipping,label_smoothing,use_ema,ema_decay,lr_schedule,warmup_epochs
regnet,RegNet-Y-800MF,12,1,12.32876712328767,20.54794520547945,0.05897597839580112,0.15469721165591274,0.07753360705492116,0.17057940351677697,0.05073840225042086,0.1232876712328767,63.90509772105553,2.732317057993339,1,93.49893951416016,"{'train_loss': [1.4836510646910894, 1.2433127675737654, 1.037657306307838, 0.9160081744194031, 0.7423478592009771, 0.8187696039676666], 'val_loss': [1.6176817119121552, 1.6321302950382233, 1.6291241347789764, 1.6315991878509521, 1.632118046283722, 1.634688824415207], 'train_acc': [30.372057706909644, 49.81017463933181, 65.14806378132118, 68.48899012908124, 75.09491268033409, 76.2338648443432], 'val_acc': [20.54794520547945, 13.698630136986301, 14.155251141552512, 14.61187214611872, 12.785388127853881, 12.32876712328767], 'val_f1': [0.15469721165591274, 0.10250373883325656, 0.0812415848493177, 0.09277503180083269, 0.07846327581192804, 0.05897597839580112], 'val_precision': [0.2808434642556363, 0.19096542726679713, 0.13441741993601092, 0.18691717186409354, 0.207992597204926, 0.05073840225042086], 'val_recall': [0.2054794520547945, 0.136986301369863, 0.1415525114155251, 0.1461187214611872, 0.1278538812785388, 0.1232876712328767], 'val_f2': [0.17057940351677697, 0.11115512383931428, 0.09819768336523486, 0.10484373973071544, 0.09032957559334807, 0.07753360705492116], 'generalization_gap': [9.824112501430193, 36.11154450234551, 50.99281263976867, 53.877117982962524, 62.30952455248021, 63.90509772105553], 'learning_rate': [0.0001, 0.0002, 0.0003, 0.0004, 0.0005, 0.0005]}",adamw,0.0005,64,768,3e-05,0.1,0.2,1.0,0.0,True,0.9999,none,5
regnet,RegNet-Y-800MF,13,1,62.55707762557078,67.57990867579909,0.6083019248296199,0.6585321677638533,0.6125361798170728,0.6645155002855863,0.688222197781172,0.6255707762557078,10.25993072674509,12.319507138432842,10,200.79965496063232,"{'train_loss': [1.255391389131546, 1.1986146058355058, 1.1394255175476982, 1.0805782590593611, 1.081626560006823, 1.013258008729844, 1.0834917568025135, 0.9453524507227398, 0.9321294001170567, 0.9304947980812618, 0.9446414950348082, 0.8746363307748523, 0.8189248584565663], 'val_loss': [1.343497782945633, 1.1506120690277644, 1.4927716510636466, 1.8029586930892296, 0.9209971938814435, 3.2367571932928905, 1.4079661220312119, 0.9104149852480207, 1.9039518579042383, 0.9239395345960345, 1.486175388097763, 1.1600887445466859, 1.0425157717296056], 'train_acc': [48.21564160971906, 54.441913439635535, 57.782839787395595, 62.794229309035686, 62.71829916476841, 65.52771450265756, 64.16097190584662, 66.05922551252847, 69.02050113895217, 68.26119969627942, 70.23538344722854, 72.28549734244496, 72.81700835231587], 'val_acc': [50.68493150684932, 51.598173515981735, 49.77168949771689, 49.77168949771689, 60.273972602739725, 16.438356164383563, 52.51141552511415, 64.38356164383562, 48.401826484018265, 67.57990867579909, 53.42465753424658, 63.013698630136986, 62.55707762557078], 'val_f1': [0.4472826138518151, 0.5012412596472372, 0.49235008903220234, 0.41081354366781897, 0.5730870310389322, 0.098585724895036, 0.4607286938938639, 0.6203792515296257, 0.4256562583760701, 0.6585321677638533, 0.4444639232693079, 0.5894854840313039, 0.6083019248296199], 'val_precision': [0.5176271626923905, 0.5440660740613504, 0.6221578404100842, 0.4808179422522093, 0.7125622752733201, 0.45460225907233837, 0.6055532793506732, 0.6780520040980074, 0.5631201801271586, 0.7029049793433356, 0.3960304941126859, 0.6237084865323382, 0.688222197781172], 'val_recall': [0.5068493150684932, 0.5159817351598174, 0.4977168949771689, 0.4977168949771689, 0.6027397260273972, 0.1643835616438356, 0.5251141552511416, 0.6438356164383562, 0.4840182648401826, 0.6757990867579908, 0.5342465753424658, 0.6301369863013698, 0.6255707762557078], 'val_f2': [0.47680802098663855, 0.5055371724346119, 0.48014757479006526, 0.45232060416958186, 0.583192136372155, 0.10540150217253935, 0.4817318380922459, 0.629528390724623, 0.43930271465048387, 0.6645155002855863, 0.4909690232071054, 0.6070500976912808, 0.6125361798170728], 'generalization_gap': [-2.4692898971302597, 2.8437399236538, 8.011150289678703, 13.022539811318794, 2.444326562028685, 49.089358338273996, 11.64955638073247, 1.675663868692851, 20.618674654933905, 0.6812910204803302, 16.810725912981965, 9.27179871230797, 10.25993072674509], 'learning_rate': [0.001, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002]}",adamw,0.002,32,512,0.001,0.4,0.2,0.5,0.0,False,0.999,plateau,2
regnet,RegNet-Y-800MF,14,1,72.14611872146119,76.25570776255708,0.7215633832682653,0.7572962992646094,0.7179721201529552,0.7589878392410336,0.7539771231059906,0.7214611872146118,17.2995912253877,7.691861804290618,14,231.3826150894165,"{'train_loss': [1.462406181153797, 1.1603719875926064, 1.0036859796160744, 0.9076031900587536, 0.9409585339682442, 0.8821171408607846, 0.8299191168376377, 0.7725101624216352, 0.7232984928857713, 0.713848678838639, 0.7126193330401466, 0.6411384344100952, 0.6238352996962411, 0.6297901471455892, 0.6231162008785066], 'val_loss': [1.4324817210435867, 1.103967770934105, 1.2972481846809387, 1.1097672432661057, 1.1998034417629242, 1.2551154345273972, 0.9783269464969635, 1.0871737897396088, 1.2053011506795883, 1.3077945113182068, 0.9714799374341965, 1.1120486855506897, 1.069029912352562, 0.8789873570203781, 0.9506557285785675], 'train_acc': [37.205770690964314, 58.618071374335614, 67.95747911921033, 73.12072892938497, 71.22247532270312, 76.61351556567958, 78.66362946089598, 81.92862566438876, 83.2953682611997, 83.67501898253607, 85.19362186788155, 89.21791951404708, 89.21791951404708, 90.3568716780562, 89.4457099468489], 'val_acc': [43.83561643835616, 61.64383561643836, 57.077625570776256, 66.66666666666667, 63.013698630136986, 52.51141552511415, 66.66666666666667, 66.21004566210046, 64.84018264840182, 63.926940639269404, 71.23287671232876, 65.75342465753425, 65.75342465753425, 76.25570776255708, 72.14611872146119], 'val_f1': [0.3487110490831298, 0.5863922413628971, 0.5023863334365617, 0.659833072759554, 0.5781734575882483, 0.5106142555591073, 0.6776365669412555, 0.6741480507972143, 0.6278815018541046, 0.59980969233746, 0.6989845233188424, 0.6681147945993505, 0.6678645125562376, 0.7572962992646094, 0.7215633832682653], 'val_precision': [0.32930314904304403, 0.6898775513877419, 0.5578657829374618, 0.7164297479279635, 0.6409981894018683, 0.6574689012955054, 0.7343156853588376, 0.7439732177175099, 0.7561954561233581, 0.6716283401573042, 0.7679170235525337, 0.7861834398532772, 0.7414164729233222, 0.7650240088481536, 0.7539771231059906], 'val_recall': [0.4383561643835616, 0.6164383561643836, 0.5707762557077626, 0.6666666666666666, 0.6301369863013698, 0.5251141552511416, 0.6666666666666666, 0.6621004566210046, 0.6484018264840182, 0.639269406392694, 0.7123287671232876, 0.6575342465753424, 0.6575342465753424, 0.7625570776255708, 0.7214611872146118], 'val_f2': [0.3910346765362977, 0.6013720282672486, 0.5382346391862078, 0.6574191502150922, 0.6041098588307257, 0.5006701596079646, 0.6637564768084037, 0.6612341791880741, 0.6277498946129011, 0.6201802175035552, 0.6986216746353323, 0.6509754177947713, 0.6553561861061608, 0.7589878392410336, 0.7179721201529552], 'generalization_gap': [-6.6298457473918475, -3.0257642421027455, 10.879853548434077, 6.4540622627182955, 8.208776692566133, 24.102100040565425, 11.996962794229304, 15.718580002288306, 18.455185612797877, 19.74807834326667, 13.960745155552786, 23.46449485651283, 23.46449485651283, 14.101163915499114, 17.2995912253877], 'learning_rate': [0.0002, 0.0004, 0.0006, 0.0008, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001]}",adamw,0.001,64,768,3e-05,0.4,0.0,1.0,0.1,False,0.9999,plateau,5
regnet,RegNet-Y-800MF,15,1,37.44292237442922,38.81278538812786,0.26554189983618187,0.2886952901714357,0.31899921708649814,0.33884310102487375,0.213063149972276,0.3744292237442922,-0.5408722605340088,2.0682237749117847,5,231.89054822921753,"{'train_loss': [1.6051081702822732, 1.5678212188539051, 1.5447109313238234, 1.5335389716284615, 1.516987641652425, 1.505624458903358, 1.497869162332444, 1.4844229505175637, 1.493291934331258, 1.4785696551913308, 1.4671699773697626, 1.4643857876459758, 1.463390594437009, 1.4703143551236106, 1.4712428478967576], 'val_loss': [1.6169510781764984, 1.592541515827179, 1.5859627723693848, 1.5867259502410889, 1.5743069648742676, 1.561158299446106, 1.5580746531486511, 1.549531877040863, 1.5355876982212067, 1.5348369777202606, 1.530084103345871, 1.5297908186912537, 1.5237728357315063, 1.5261716842651367, 1.5256059169769287], 'train_acc': [22.55125284738041, 29.38496583143508, 31.58694001518603, 30.44798785117692, 35.83902809415338, 34.0167046317388, 35.83902809415338, 36.21867881548975, 35.383447228549734, 36.902050113895214, 39.028094153378895, 39.028094153378895, 38.80030372057707, 37.357630979498865, 36.902050113895214], 'val_acc': [30.136986301369863, 34.70319634703196, 34.24657534246575, 35.61643835616438, 38.81278538812786, 38.35616438356164, 36.986301369863014, 36.073059360730596, 36.073059360730596, 37.44292237442922, 38.35616438356164, 36.986301369863014, 36.986301369863014, 36.529680365296805, 37.44292237442922], 'val_f1': [0.2378595896220992, 0.24550747106250176, 0.24585232158362122, 0.25946944988040876, 0.28326936729215313, 0.2886952901714357, 0.2640854580471564, 0.2511337314265528, 0.2578169167210263, 0.26554189983618187, 0.2757207847290388, 0.26280131676754803, 0.26280131676754803, 0.2602065302076991, 0.26554189983618187], 'val_precision': [0.2369212874782229, 0.20974567694401278, 0.19674071422449216, 0.20929144814925252, 0.22577443162912272, 0.2318687761657407, 0.21291888067886525, 0.20476405703830253, 0.20528066698238412, 0.213063149972276, 0.22178248158408764, 0.21063973534619326, 0.21063973534619326, 0.2079787392494053, 0.213063149972276], 'val_recall': [0.3013698630136986, 0.3470319634703196, 0.3424657534246575, 0.3561643835616438, 0.3881278538812785, 0.3835616438356164, 0.3698630136986301, 0.3607305936073059, 0.3607305936073059, 0.3744292237442922, 0.3835616438356164, 0.3698630136986301, 0.3698630136986301, 0.365296803652968, 0.3744292237442922], 'val_f2': [0.2657513119293151, 0.2916416719732324, 0.29410340996461626, 0.30804904228801433, 0.3370265629929871, 0.33884310102487375, 0.31605942064400866, 0.3029569594245469, 0.3093115672158415, 0.31899921708649814, 0.3292741888512889, 0.31554345891319113, 0.31554345891319113, 0.3123147334724875, 0.31899921708649814], 'generalization_gap': [-7.585733453989452, -5.318230515596884, -2.659635327279723, -5.168450504987462, -2.9737572939744794, -4.339459751822844, -1.1472732757096367, 0.1456194547591565, -0.6896121321808621, -0.5408722605340088, 0.6719297698172539, 2.0417927835158807, 1.8140023507140555, 0.8279506142020594, -0.5408722605340088], 'learning_rate': [0.00025, 0.0005, 0.00048367105086919695, 0.00045725025617498967, 0.00042189233142655394, 0.00037914258760154355, 0.00033086939364114184, 0.00027918251976190306, 0.00022634093037348838, 0.0001746540564942496, 0.0001263808625338479, 8.363111870883755e-05, 4.827319396040174e-05, 2.1852399266194346e-05, 5.523450135391322e-06]}",sgd,0.0005,64,384,1e-05,0.3,0.1,0.0,0.1,False,0.9999,cosine,2
regnet,RegNet-Y-800MF,16,1,36.986301369863014,36.986301369863014,0.319032673828691,0.319032673828691,0.3448070677651101,0.3448070677651101,0.38905089813022276,0.3698630136986301,57.77451867569508,8.156136837075742,15,233.58238053321838,"{'train_loss': [1.4591547080448695, 1.1803216167858668, 0.9831926851045518, 0.9523485189392453, 0.8850380239032564, 0.8026776001566932, 0.7991217942464919, 0.7404066693215143, 0.7483417363393874, 0.7299140180860247, 0.644451665026801, 0.6383899251619974, 0.642412326165608, 0.5471478530338832, 0.5856555884792691], 'val_loss': [1.6231635510921478, 1.6258671283721924, 1.619281679391861, 1.6117559969425201, 1.6079829335212708, 1.6027450263500214, 1.6000929474830627, 1.5969387888908386, 1.5927405655384064, 1.5893042981624603, 1.5861062109470367, 1.580565482378006, 1.5760879814624786, 1.5709116160869598, 1.565126121044159], 'train_acc': [37.58542141230068, 58.99772209567198, 69.24829157175398, 73.50037965072134, 79.72665148063781, 81.92862566438876, 82.53606681852696, 87.85117691723615, 87.0918754745634, 88.99012908124526, 92.02733485193622, 93.2422171602126, 93.31814730447988, 94.83675018982537, 94.76082004555809], 'val_acc': [15.068493150684931, 13.242009132420092, 13.698630136986301, 12.785388127853881, 14.155251141552512, 17.80821917808219, 14.61187214611872, 19.634703196347033, 19.634703196347033, 24.65753424657534, 26.940639269406393, 29.680365296803654, 31.963470319634702, 34.70319634703196, 36.986301369863014], 'val_f1': [0.06721322817213228, 0.05228584318419481, 0.06954666543425211, 0.0685736997921569, 0.08774896010708143, 0.12792709709596567, 0.09883507284192215, 0.13913412182341509, 0.14494772230893357, 0.2183616019310825, 0.2508270073521462, 0.2794254936009718, 0.2877012057108754, 0.30803113679826005, 0.319032673828691], 'val_precision': [0.045220038382635164, 0.03288264247168357, 0.06981675784949885, 0.09796862194122469, 0.1359319438263958, 0.13372472276581865, 0.0895022491133848, 0.29608986175986884, 0.2567641516271653, 0.4321991303811813, 0.47343204733996425, 0.4677082400692393, 0.5136390708755212, 0.38375080431968117, 0.38905089813022276], 'val_recall': [0.1506849315068493, 0.1324200913242009, 0.136986301369863, 0.1278538812785388, 0.1415525114155251, 0.1780821917808219, 0.1461187214611872, 0.1963470319634703, 0.1963470319634703, 0.2465753424657534, 0.2694063926940639, 0.2968036529680365, 0.319634703196347, 0.3470319634703196, 0.3698630136986301], 'val_f2': [0.09771324246569636, 0.08155817794052865, 0.09320104933204142, 0.08412411229676672, 0.10222656612384941, 0.14068535060728382, 0.1148707136048399, 0.15393971109907317, 0.1561655765498916, 0.21989614519535453, 0.25245914004887204, 0.28339036270742196, 0.3029944557128107, 0.3277890085695766, 0.3448070677651101], 'generalization_gap': [22.516928261615753, 45.75571296325189, 55.54966143476768, 60.714991522867464, 65.5714003390853, 64.12040648630656, 67.92419467240825, 68.21647372088911, 67.45717227821636, 64.33259483466992, 65.08669558252983, 63.56185186340895, 61.35467698484518, 60.133553842793404, 57.77451867569508], 'learning_rate': [0.0003, 0.0002967221401100708, 0.0002870318186463901, 0.0002713525491562421, 0.00025036959095382875, 0.00022500000000000002, 0.00019635254915624213, 0.00016567926949014806, 0.00013432073050985205, 0.00010364745084375793, 7.500000000000006e-05, 4.963040904617133e-05, 2.8647450843757904e-05, 1.2968181353609857e-05, 3.2778598899291478e-06]}",adam,0.0003,64,384,0.0001,0.3,0.1,0.5,0.1,True,0.999,cosine,0
regnet,RegNet-Y-800MF,17,1,33.789954337899545,35.61643835616438,0.21983821821426205,0.2415943427608124,0.2710543156114787,0.2916983197327256,0.18839251549705366,0.3378995433789954,-1.6715033128425958,2.4058337666336964,13,231.54892373085022,"{'train_loss': [1.6003458102544148, 1.5871036563600813, 1.5721201783134824, 1.5604171242032732, 1.5581308432987757, 1.5429483595348539, 1.5542497691654025, 1.5398687408083962, 1.5430902980622792, 1.5436683552605766, 1.5453608603704543, 1.5360980715070451, 1.5377700215294248, 1.531305188224429, 1.5324362175805228], 'val_loss': [1.603129655122757, 1.6105090081691742, 1.602263182401657, 1.603488564491272, 1.6060850322246552, 1.6007496118545532, 1.5986356139183044, 1.6030858755111694, 1.596665471792221, 1.5971494615077972, 1.595451146364212, 1.5980365872383118, 1.5948769748210907, 1.5920033752918243, 1.5945060849189758], 'train_acc': [24.75322703113136, 28.09415337889142, 29.76461655277145, 29.688686408504175, 30.220197418375093, 31.511009870918755, 29.309035687167807, 32.2703113135915, 32.49810174639332, 31.20728929384966, 30.068337129840547, 32.64996203492787, 33.63705391040243, 32.95368261199696, 32.11845102505695], 'val_acc': [31.506849315068493, 26.484018264840184, 32.87671232876713, 29.22374429223744, 32.87671232876713, 33.789954337899545, 34.24657534246575, 34.24657534246575, 34.24657534246575, 34.24657534246575, 35.15981735159817, 34.70319634703196, 35.61643835616438, 35.61643835616438, 33.789954337899545], 'val_f1': [0.2415943427608124, 0.1859241612070677, 0.23196662214710367, 0.20939839284091816, 0.23366024414825787, 0.23331685949505573, 0.23106478978548672, 0.228421198284212, 0.22241569359845337, 0.23106478978548672, 0.23348679824395888, 0.2249401024041853, 0.229784506929424, 0.23891063274624919, 0.21983821821426205], 'val_precision': [0.2613064812921693, 0.15499004572144043, 0.1925586254933829, 0.16612011760454648, 0.19094968957982658, 0.1963533417884989, 0.194668081924751, 0.19149388046516147, 0.1888213571992577, 0.194668081924751, 0.1973127591455414, 0.1905657520481623, 0.21013646741386466, 0.19908675799086759, 0.18839251549705366], 'val_recall': [0.3150684931506849, 0.2648401826484018, 0.3287671232876712, 0.2922374429223744, 0.3287671232876712, 0.3378995433789954, 0.3424657534246575, 0.3424657534246575, 0.3424657534246575, 0.3424657534246575, 0.3515981735159817, 0.3470319634703196, 0.3561643835616438, 0.3561643835616438, 0.3378995433789954], 'val_f2': [0.2774776386943593, 0.22256571115590632, 0.27731283677634383, 0.25118856922875316, 0.27936345053211586, 0.2808183594380841, 0.2809002545945556, 0.2793293591387695, 0.27480134302332626, 0.2809002545945556, 0.285740257790138, 0.2782513683911598, 0.28233029157525913, 0.2916983197327256, 0.2710543156114787], 'generalization_gap': [-6.753622283937133, 1.6101351140512357, -3.1120957759956767, 0.46494211626673376, -2.6565149103920334, -2.2789444669807892, -4.937539655297947, -1.9762640288742546, -1.7484735960724365, -3.039286048616095, -5.0914802217576245, -2.0532343121040952, -1.9793844457619514, -2.66275574416742, -1.6715033128425958], 'learning_rate': [0.0005, 0.001, 0.0009673421017383939, 0.0009145005123499793, 0.0008437846628531079, 0.0007582851752030871, 0.0006617387872822837, 0.0005583650395238061, 0.00045268186074697676, 0.0003493081129884992, 0.0002527617250676958, 0.0001672622374176751, 9.654638792080348e-05, 4.370479853238869e-05, 1.1046900270782644e-05]}",sgd,0.001,64,1024,3e-05,0.4,0.2,1.0,0.1,False,0.999,cosine,2
regnet,RegNet-Y-800MF,18,1,72.14611872146119,78.08219178082192,0.7194344982449636,0.7764222004634684,0.718365843377171,0.7772672186690542,0.7410296129822482,0.7214611872146118,13.95866487762764,6.852764225403097,14,232.00854516029358,"{'train_loss': [1.42597819793792, 1.1795591484932673, 1.1455989877382915, 1.102930337190628, 1.07383232599213, 0.9552094113259089, 0.9762541921365828, 0.9782024423281351, 0.9574997865018391, 0.8254932747000739, 0.8762305080890656, 0.8193838951133546, 0.8708861725670951, 0.7839062852518899, 0.7438623578775496], 'val_loss': [1.3157494408743722, 1.2483272211892265, 1.062962191445487, 1.217545849936349, 1.0659865566662379, 1.099068522453308, 1.0422183104923792, 1.2850259797913688, 0.9385815347943988, 0.8707086273602077, 0.9234283140727452, 0.9896121535982404, 0.9341136855738503, 0.9526775266442981, 0.9583911555153983], 'train_acc': [39.40774487471526, 59.984813971146544, 61.807137433561124, 65.83143507972665, 67.12224753227031, 73.95596051632498, 72.28549734244496, 74.56340167046318, 75.55049354593774, 82.61199696279422, 81.09339407744875, 83.21943811693242, 81.01746393318147, 84.28246013667426, 86.10478359908883], 'val_acc': [53.42465753424658, 58.44748858447488, 64.84018264840182, 58.9041095890411, 59.817351598173516, 69.40639269406392, 64.38356164383562, 57.990867579908674, 73.51598173515981, 71.23287671232876, 69.40639269406392, 68.03652968036529, 72.14611872146119, 78.08219178082192, 72.14611872146119], 'val_f1': [0.4513201735023412, 0.5943112133233244, 0.644244356468019, 0.5765973356429654, 0.5829957374345315, 0.6807638027573444, 0.6483121380861413, 0.554723756167089, 0.7368158275713287, 0.7171988153573601, 0.6979266815312828, 0.6604456964272276, 0.7127926143373954, 0.7764222004634684, 0.7194344982449636], 'val_precision': [0.5027228141383392, 0.6321134391667764, 0.6751782621409452, 0.6884032760745089, 0.6335648968318476, 0.6912206665100278, 0.6663852280499379, 0.7152862949808697, 0.7578275653124135, 0.7408881545330646, 0.7212805959878799, 0.7141942561878724, 0.7382746249184605, 0.7909245386117547, 0.7410296129822482], 'val_recall': [0.5342465753424658, 0.5844748858447488, 0.6484018264840182, 0.589041095890411, 0.5981735159817352, 0.6940639269406392, 0.6438356164383562, 0.5799086757990868, 0.7351598173515982, 0.7123287671232876, 0.6940639269406392, 0.680365296803653, 0.7214611872146118, 0.7808219178082192, 0.7214611872146118], 'val_f2': [0.4956876756115024, 0.5849661589200151, 0.6433550830313028, 0.5740586234417916, 0.5853286972299282, 0.685952777757917, 0.6440188229312012, 0.5591928335479944, 0.7336135930457166, 0.7121264507902618, 0.6930129176533938, 0.6657151066130051, 0.71414600832168, 0.7772672186690542, 0.718365843377171], 'generalization_gap': [-14.016912659531314, 1.537325386671661, -3.0330452148406977, 6.927325490685547, 7.304895934096791, 4.549567822261054, 7.901935698609336, 16.572534090554505, 2.0345118107779285, 11.379120250465462, 11.687001383384825, 15.182908436567132, 8.871345211720282, 6.200268355852344, 13.95866487762764], 'learning_rate': [0.0002, 0.0004, 0.0006, 0.0008, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001]}",adamw,0.001,32,512,0.001,0.3,0.1,1.0,0.1,False,0.9999,plateau,5
regnet,RegNet-Y-800MF,19,1,32.87671232876713,36.073059360730596,0.186603244437461,0.24471278854222273,0.2429993127190353,0.2903700116273375,0.2531808307842355,0.3287671232876712,60.21364454291093,4.631696820305309,7,186.87694120407104,"{'train_loss': [1.374747526077997, 1.1294811793736048, 1.0896498986652918, 0.8970781933693659, 0.9341372819173903, 0.8545715837251573, 0.7526479576315198, 0.82269125467255, 0.7899530231952667, 0.7051779358159929, 0.6802023847897848, 0.6960922011307308], 'val_loss': [1.6165986061096191, 1.6150063872337341, 1.6096382439136505, 1.6033020615577698, 1.604247510433197, 1.6003859043121338, 1.591508150100708, 1.5943739712238312, 1.5984433591365814, 1.6029543280601501, 1.6054244339466095, 1.608745127916336], 'train_acc': [47.911921032649964, 62.49050873196659, 68.41305998481397, 76.61351556567958, 80.03037205770691, 83.5990888382688, 84.51025056947609, 84.96583143507972, 85.6492027334852, 92.71070615034168, 93.16628701594533, 93.09035687167805], 'val_acc': [21.91780821917808, 21.004566210045663, 25.570776255707763, 29.680365296803654, 29.22374429223744, 32.87671232876713, 36.073059360730596, 35.15981735159817, 32.42009132420091, 31.050228310502284, 31.963470319634702, 32.87671232876713], 'val_f1': [0.15065511294612793, 0.15419525836548198, 0.22424769773266243, 0.18777114484331503, 0.20863041217262152, 0.21327784140920578, 0.24471278854222273, 0.24349695225255383, 0.19202987898116414, 0.16675944345863922, 0.17774929459620642, 0.186603244437461], 'val_precision': [0.16795115213417713, 0.32272941033692865, 0.27515499369599616, 0.13733359847413334, 0.2618970642618278, 0.20527189705271898, 0.2623790827483502, 0.29496849298882, 0.2587546699875467, 0.24331693044287805, 0.2023034495230345, 0.2531808307842355], 'val_recall': [0.2191780821917808, 0.2100456621004566, 0.2557077625570776, 0.2968036529680365, 0.2922374429223744, 0.3287671232876712, 0.3607305936073059, 0.3515981735159817, 0.3242009132420091, 0.3105022831050228, 0.319634703196347, 0.3287671232876712], 'val_f2': [0.18232791716864197, 0.1612450848942947, 0.22712472446960003, 0.24085376432804229, 0.24850696703011516, 0.26347396165348586, 0.2903700116273375, 0.28749364887261186, 0.24444550180570185, 0.22560065842265145, 0.23590584092415637, 0.2429993127190353], 'generalization_gap': [25.994112813471883, 41.48594252192093, 42.84228372910621, 46.93315026887592, 50.80662776546947, 50.72237650950167, 48.43719120874549, 49.80601408348155, 53.229111409284286, 61.660477839839395, 61.20281669631063, 60.21364454291093], 'learning_rate': [0.0005, 0.0004945369001834514, 0.00047838636441065017, 0.0004522542485937369, 0.0004172826515897146, 0.000375, 0.00032725424859373687, 0.0002761321158169134, 0.0002238678841830867, 0.0001727457514062632, 0.00012500000000000006, 8.271734841028551e-05]}",adam,0.0005,64,512,3e-05,0.1,0.2,0.0,0.1,True,0.999,cosine,0
regnet,RegNet-Y-800MF,20,1,21.91780821917808,25.570776255707763,0.16408480276258713,0.18920664828419143,0.19148725524039895,0.22133004943332582,0.17201077193019176,0.2191780821917808,19.995631416357224,1.634011457654786,4,93.4786422252655,"{'train_loss': [1.5833360183806646, 1.535837173461914, 1.5159810724712552, 1.4862411476316906, 1.4480829522723244, 1.4223398594629197], 'val_loss': [1.6052757501602173, 1.6127126514911652, 1.6129052937030792, 1.6116141378879547, 1.6130907535552979, 1.6128273904323578], 'train_acc': [28.47380410022779, 33.10554290053151, 33.63705391040243, 34.16856492027335, 37.58542141230068, 41.913439635535305], 'val_acc': [21.004566210045663, 24.65753424657534, 24.65753424657534, 25.570776255707763, 24.200913242009133, 21.91780821917808], 'val_f1': [0.16598324466045103, 0.16467195385724584, 0.17444911727243737, 0.18920664828419143, 0.18872536815029348, 0.16408480276258713], 'val_precision': [0.41603580015214203, 0.12361382909328114, 0.17328760765434642, 0.43390214771295316, 0.27448252181889926, 0.17201077193019176], 'val_recall': [0.2100456621004566, 0.2465753424657534, 0.2465753424657534, 0.2557077625570776, 0.2420091324200913, 0.2191780821917808], 'val_f2': [0.1880237229214956, 0.2056587534963781, 0.20988434657662855, 0.22133004943332582, 0.21277580035699317, 0.19148725524039895], 'generalization_gap': [7.469237890182129, 8.448008653956169, 8.979519663827087, 8.597788664565584, 13.38450817029155, 19.995631416357224], 'learning_rate': [0.0005, 0.001, 0.0009673421017383939, 0.0009145005123499793, 0.0008437846628531079, 0.0007582851752030871]}",sgd,0.001,64,1024,0.001,0.3,0.0,0.0,0.1,True,0.9999,cosine,2
regnet,RegNet-Y-800MF,21,1,56.62100456621005,56.62100456621005,0.4899700949969557,0.4899700949969557,0.5219742776740435,0.5219742776740435,0.5573509222317463,0.5662100456621004,5.034272578816527,14.7836804402899,6,92.89195847511292,"{'train_loss': [1.3415507589067732, 1.0795463706765855, 1.087119508357275, 1.0799297434943063, 1.1190359989802043, 1.0453590083689916], 'val_loss': [1.6248103183295046, 3.7630632115261897, 1.6309751059327806, 2.0723908128482953, 1.876372944031443, 1.7699411404984338], 'train_acc': [45.254365983295365, 62.946089597570236, 59.301442672741075, 61.807137433561124, 57.1753986332574, 61.655277145026574], 'val_acc': [50.68493150684932, 12.785388127853881, 38.35616438356164, 40.182648401826484, 54.337899543378995, 56.62100456621005], 'val_f1': [0.4322791200682752, 0.04458436143963244, 0.2829972451351956, 0.3136425524139308, 0.4888755055719046, 0.4899700949969557], 'val_precision': [0.547548255502397, 0.3256334497269227, 0.4107407839103635, 0.4242226230180883, 0.583797481057755, 0.5573509222317463], 'val_recall': [0.5068493150684932, 0.1278538812785388, 0.3835616438356164, 0.4018264840182648, 0.54337899543379, 0.5662100456621004], 'val_f2': [0.4608890610429093, 0.06144190775727622, 0.3270989449297396, 0.34251210064143717, 0.5128554257670969, 0.5219742776740435], 'generalization_gap': [-5.430565523553952, 50.16070146971636, 20.945278289179434, 21.62448903173464, 2.8374990898784063, 5.034272578816527], 'learning_rate': [0.0006000000000000001, 0.0012000000000000001, 0.0018, 0.0024000000000000002, 0.003, 0.002696014309998527]}",adamw,0.003,32,512,1e-05,0.1,0.2,0.5,0.0,False,0.999,cosine,5
